ICDO32_Code	Term	PrefTerm
9687/3	B-ALL	NULL
9687/3	Burkitt cell leukemia	NULL
9687/3	Burkitt lymphoma, EBV-associated	NULL
9687/3	Burkitt lymphoma, EBV-negative	NULL
9687/3	Burkitt lymphoma, endemic	NULL
9687/3	Burkitt lymphoma, immunodeficiency-associated	NULL
9687/3	Burkitt lymphoma, NOS	1
9687/3	Burkitt lymphoma, sporadic	NULL
9687/3	Burkitt tumor	NULL
9687/3	Burkitt-like lymphoma with 11q aberration	NULL
9687/3	Burkitt-like lymphoma, NOS	NULL
9687/3	Endemic Burkitt lymphoma	NULL
9687/3	FAB L3	NULL
9687/3	High-grade B-cell lymphoma with 11q aberration	NULL
9687/3	Immunodeficiency-associated Burkitt lymphoma	NULL
9687/3	Large B-cell lymphoma with 11q aberration	NULL
9687/3	Malignant lymphoma, small noncleaved, Burkitt type	NULL
9687/3	Malignant lymphoma, undifferentiated, Burkitt type	NULL
9687/3	Sporadic Burkitt lymphoma	NULL
9688/3	Diffuse large B-cell lymphoma associated with chronic inflammation	NULL
9688/3	Histiocyte-rich large B-cell lymphoma	NULL
9688/3	T-cell histiocyte-rich large B-cell lymphoma	1
9688/3	T-cell rich large B-cell lymphoma	NULL
9688/3	T-cell/histiocyte rich large B-cell lymphoma	1
9688/3	T-cell/histiocyte-rich large B-cell lymphoma progressed from nodular lymphocyte-predominant Hodgkin lymphoma	NULL
9688/3	T-cell/histiocyte-rich large B-cell lymphoma, de novo	NULL
9689/3	Splenic lymphoma with villous lymphocytes	NULL
9689/3	Splenic marginal zone B-cell lymphoma	1
9689/3	Splenic marginal zone lymphoma, NOS	NULL
9690/3	BCL2-R-negative CD23-positive follicle centre lymphoma	NULL
9690/3	Classic Follicular Lymphoma	NULL
9690/3	Follicular lymphoma with a predominantly diffuse growth pattern	NULL
9690/3	Follicular lymphoma with uncommon features	NULL
9690/3	Follicular lymphoma with unusual cytological features	NULL
9690/3	Follicular lymphoma, classic	NULL
9690/3	Follicular lymphoma, NOS	1
9690/3	Follicular lymphoma, pediatric type	NULL
9690/3	Follicular lymphoma, pediatric-type	NULL
9690/3	Malignant lymphoma, centroblastic-centrocytic, follicular	NULL
9690/3	Malignant lymphoma, follicle center, follicular	NULL
9690/3	Malignant lymphoma, follicle center, NOS	NULL
9690/3	Malignant lymphoma, follicular, NOS	NULL
9690/3	Malignant lymphoma, lymphocytic, nodular, NOS	NULL
9690/3	Malignant lymphoma, nodular, NOS	NULL
9690/3	Pediatric follicular lymphoma	NULL
9690/3	pediatric-type follicular lymphoma	NULL
9691/3	Follicular lymphoma, grade 2	1
9691/3	Malignant lymphoma, mixed cell type, follicular	NULL
9691/3	Malignant lymphoma, mixed cell type, nodular	NULL
9691/3	Malignant lymphoma, mixed lymphocytic-histiocytic, nodular	NULL
9691/3	Malignant lymphoma, mixed small cleaved and large cell, follicular	NULL
9695/1	In situ follicular B-cell neoplasm	NULL
9695/1	In situ follicular lymphoma	NULL
9695/1	In situ follicular neoplasia	1
9695/3	Duodenal-type follicular lymphoma	NULL
9695/3	Follicular lymphoma, duodenal type	NULL
9695/3	Follicular lymphoma, duodenal-type	NULL
9695/3	Follicular lymphoma, grade 1	1
9695/3	Follicular lymphoma, small cleaved cell	NULL
9695/3	Malignant lymphoma, lymphocytic, poorly differentiated, nodular	NULL
9695/3	Malignant lymphoma, small cleaved cell, follicular	NULL
9695/3	Primary intestinal follicular lymphoma	NULL
9698/3	Follicular large B-cell lymphoma	NULL
9698/3	Follicular lymphoma, grade 3	1
9698/3	Follicular lymphoma, grade 3A	NULL
9698/3	Follicular lymphoma, grade 3B	NULL
9698/3	Large B-cell lymphoma with IRF4 rearrangement	NULL
9698/3	Malignant lymphoma, centroblastic, follicular	NULL
9698/3	Malignant lymphoma, histiocytic, nodular	NULL
9698/3	Malignant lymphoma, large cell, follicular, NOS	NULL
9698/3	Malignant lymphoma, large cell, noncleaved, follicular	NULL
9698/3	Malignant lymphoma, large cleaved cell, follicular	NULL
9698/3	Malignant lymphoma, lymphocytic, well differentiated, nodular	NULL
9698/3	Malignant lymphoma, noncleaved cell, follicular, NOS	NULL
9699/3	BALT lymphoma	NULL
9699/3	Bronchus-associated lymphoid tissue lymphoma	NULL
9699/3	Extranodal marginal zone lymphoma	NULL
9699/3	Extranodal marginal zone lymphoma of MALT	NULL
9699/3	Extranodal marginal zone lymphoma of mucosa-associated lymphoid tissue	NULL
9699/3	Extranodal marginal zone lymphoma of mucosa-associated lymphoid tissue (MALT lymphoma)	NULL
9699/3	Heavy chain class-switched subtype of primary cutaneous marginal zone lymphoma	NULL
9699/3	IgM-positive non–class-switched subtype of primary cutaneous marginal zone lymphoma	NULL
9699/3	MALT lymphoma	NULL
9699/3	MALT lymphoma of the dura	NULL
9699/3	Marginal zone B-cell lymphoma, NOS	1
9699/3	Marginal zone lymphoma, NOS	NULL
9699/3	Monocytoid B-cell lymphoma	NULL
9699/3	Mucosa-associated lymphoid tissue lymphoma	NULL
9699/3	Nodal marginal zone lymphoma	NULL
9699/3	pediatric nodal marginal zone lymphoma	NULL
9699/3	Primary choroidal lymphoma	NULL
9699/3	Primary cutaneous marginal zone lymphoma	NULL
9699/3	Primary cutaneous marginal zone lymphoma (PCMZL)	NULL
9699/3	Primary cutaneous marginal zone lymphoma, heavy chain class-switched form	NULL
9699/3	Primary cutaneous marginal zone lymphoma, heavy chain class-switched form (IgG+, IgA+, or IgE+)	NULL
9699/3	Primary cutaneous marginal zone lymphoma, heavy chain class-switched subtype	NULL
9699/3	Primary cutaneous marginal zone lymphoma, IgM-positive non-class-switched subtype	NULL
9699/3	Primary cutaneous marginal zone lymphoma, non-class-switched form	NULL
9699/3	Primary cutaneous marginal zone lymphoma, non-class-switched form (IgM+)	NULL
9699/3	Primary cutaneous marginal zone lymphoproliferative disorder	NULL
9699/3	SALT lymphoma	NULL
9699/3	Skin-associated lymphoid tissue lymphoma	NULL
9700/3	Adnexotropic (folliculotropic and/or syringotropic) mycosis fungoides	NULL
9700/3	Folliculotropic mycosis fungoides	NULL
9700/3	Granulomatous slack skin disease	NULL
9700/3	Hypopigmented mycosis fungoides	NULL
9700/3	Mycosis fungoides	1
9700/3	Pagetoid reticulosis	NULL
9700/3	Pagetoid reticulosis (Woringer–Kolopp type)	NULL
9701/3	Sezary disease	NULL
9701/3	Sézary disease	NULL
9701/3	Sezary syndrome	1
9701/3	Sézary syndrome	NULL
9702/1	Atypical NK-cell proliferation of the gastrointestinal tract	NULL
9702/1	Indolent clonal T-cell lymphoproliferative disorder of the gastrointestinal tract	NULL
9702/1	Indolent NK-cell lymphoproliferative disorder of the gastrointestinal tract	NULL
9702/1	Indolent T-cell lymphoma of gastrointestinal tract	NULL
9702/1	Indolent T-cell lymphoproliferative disorder of gastrointestinal tract	1
9702/1	Lymphomatoid gastropathy	NULL
9702/1	NK-cell enteropathy	NULL
9702/3	EBV-positive nodal T- and NK-cell lymphoma	NULL
9702/3	Follicular helper T-cell lymphoma NOS	NULL
9702/3	Follicular helper T-cell lymphoma, follicular type	NULL
9702/3	Follicular T-cell lymphoma	NULL
9702/3	Lennert lymphoma	NULL
9702/3	Lymphoepithelioid lymphoma	NULL
9702/3	Mature T-cell lymphoma, NOS	1
9702/3	Nodal EBV+ cytotoxic T-cell lymphoma	NULL
9702/3	Nodal peripheral T-cell lymphoma with T follicular helper phenotype	NULL
9702/3	Nodal peripheral T-cell lymphoma with TFH phenotype	NULL
9702/3	Nodal peripheral T-cell lymphoma, EBV+ positive	NULL
9702/3	Nodal peripheral T-cell lymphoma, EBV-positive	NULL
9702/3	Nodal T follicular helper cell lymphoma, follicular type	NULL
9702/3	Nodal T follicular helper cell lymphoma, follicular type (nTFHL-F)	NULL
9702/3	Nodal T follicular helper cell lymphoma, NOS	NULL
9702/3	Nodal T follicular helper cell lymphoma, NOS (nTFHL)	NULL
9702/3	Peripheral T-cell lymphoma with TFH phenotype	NULL
9702/3	Peripheral T-cell lymphoma, large cell	NULL
9702/3	Peripheral T-cell lymphoma, NOS	NULL
9702/3	Peripheral T-cell lymphoma, pleomorphic medium and large cell	NULL
9702/3	Peripheral T-cell lymphoma, pleomorphic small cell	NULL
9702/3	Primary nodal EBV-positive T/NK-cell lymphoma	NULL
9702/3	T-cell lymphoma, NOS	NULL
9702/3	T-zone lymphoma	NULL
9705/3	Angioimmunoblastic lymphoma	NULL
9705/3	Angioimmunoblastic T-cell lymphoma	1
9705/3	Follicular helper T-cell lymphoma, angioimmunoblastic type	NULL
9705/3	Nodal T follicular helper cell lymphoma, angioimmunoblastic type	NULL
9705/3	Nodal T follicular helper cell lymphoma, angioimmunoblastic type (nTFHL-AL)	NULL
9705/3	Peripheral T-cell lymphoma, AILD (Angioimmunoblastic Lymphadenopathy with Dysproteinemia)	NULL
9708/3	Subcutaneous panniculitis-like T-cell lymphoma	1
9709/1	Primary cutaneous CD4 positive small/medium T-cell lymphoma	NULL
9709/1	Primary cutaneous CD4 positive small/medium T-cell lymphoproliferative disorder	1
9709/1	Primary cutaneous CD4-positive small or medium T-cell lymphoproliferative disorder	NULL
9709/3	Cutaneous lymphoma, NOS	NULL
9709/3	Cutaneous T-cell lymphoma, NOS	1
9709/3	Primary cutaneous acral CD8 positive T-cell lymphoma	NULL
9709/3	Primary cutaneous acral CD8-positive T-cell lymphoproliferative disorder	NULL
9709/3	Primary cutaneous CD8-positive aggressive epidermotropic cytotoxic T-cell lymphoma	NULL
9709/3	Primary cutaneous peripheral T-cell lymphoma, NOS	NULL
9709/3	Primary cutaneous peripheral T-cell lymphoma, unspecified	NULL
9712/3	Angioendotheliomatosis	NULL
9712/3	Angiotropic lymphoma	NULL
9712/3	Classic intravascular (large) B-cell lymphoma (Classic IVLBCL)	NULL
9712/3	Classic intravascular large B-cell lymphoma	NULL
9712/3	Cutaneous intravascular large B-cell lymphoma	NULL
9712/3	Hemophagocytic intravascular large B-cell lymphoma	NULL
9712/3	Intravascular B-cell lymphoma	NULL
9712/3	Intravascular large B-cell lymphoma	1
9712/3	Intravascular large B-cell lymphoma, classic	NULL
9712/3	Intravascular large B-cell lymphoma, cutaneous	NULL
9712/3	Intravascular large B-cell lymphoma, hemophagocytic	NULL
9714/3	ALK positive anaplastic large cell lymphoma, Composite	NULL
9714/3	ALK positive anaplastic large cell lymphoma, Hodgkin like	NULL
9714/3	ALK positive anaplastic large cell lymphoma, lymphohistiocytic	NULL
9714/3	ALK positive anaplastic large cell lymphoma, small cell	NULL
9714/3	ALK-positive anaplastic large cell lymphoma	NULL
9714/3	ALK-positive anaplastic large cell lymphoma, common	NULL
9714/3	Anaplastic large cell lymphoma (ALK+/ALK-)	NULL
9714/3	Anaplastic large cell lymphoma, ALK-positive	NULL
9714/3	Anaplastic large cell lymphoma, CD30 positive	NULL
9714/3	Anaplastic large cell lymphoma, NOS	NULL
9714/3	Anaplastic large cell lymphoma, T-cell and Null-cell type	1
9714/3	Common ALK+ ALCL	NULL
9714/3	Composite ALK+ ALCL	NULL
9714/3	Hodgkin-like ALK+ ALCL	NULL
9714/3	Large cell (Ki-1 positive) lymphoma	NULL
9714/3	Lymphohistiocytic ALK+ ALCL	NULL
9714/3	Small cell ALK+ ALCL	NULL
9714/3	Systemic anaplastic large cell lymphoma, ALK-positive	NULL
9715/3	Anaplastic large cell lymphoma, ALK negative	1
9715/3	Breast implant-associated anaplastic large cell lymphoma	NULL
9715/3	Seroma-associated anaplastic large cell lymphoma	NULL
9715/3	Systemic anaplastic large cell lymphoma, ALK-negative	NULL
9716/3	Hepatosplenic gamma-delta cell lymphoma	NULL
9716/3	Hepatosplenic T-cell lymphoma	1
9717/3	Enteropathy type intestinal T-cell lymphoma	NULL
9717/3	Enteropathy-associated T-cell lymphoma	NULL
9717/3	Enteropathy-associated T-cell lymphoma, type 1	NULL
9717/3	Enteropathy-associated T-cell lymphoma, type 2	NULL
9717/3	Enteropathy-associated T-cell lymphoma, type I	NULL
9717/3	Enteropathy-associated T-cell lymphoma, type II	NULL
9717/3	Enteropathy-type intestinal T-cell lymphoma	NULL
9717/3	Intestinal T-cell lymphoma	1
9717/3	Monomorphic epitheliotropic intestinal T-cell lymphoma	NULL
9718/1	CD30-positive T-cell lymphoproliferative disorder	NULL
9718/1	Lymphomatoid papulosis A, B, C, D, and E	NULL
9718/1	Lymphomatoid papulosis type A	NULL
9718/1	Lymphomatoid papulosis type B	NULL
9718/1	Lymphomatoid papulosis type C	NULL
9718/1	Lymphomatoid papulosis type D	NULL
9718/1	Lymphomatoid papulosis type E	NULL
9718/1	Lymphomatoid papulosis with DUSP22 locus rearrangement	NULL
9718/1	Lymphomatoid papulosis with DUSP22-IRF4 rearrangement	NULL
9718/1	Primary cutaneous CD30 positive T-cell lymphoproliferative disorder	NULL
9718/1	Primary cutaneous CD30-positive T-cell lymphoproliferative disorder: Lymphomatoid papulosis	NULL
9718/1	Primary mucosal CD30+ T-cell lymphoproliferative disorder	NULL
9718/1	Primary mucosal CD30-positive T-cell lymphoproliferative disorder	NULL
9718/3	Ocular adnexal T-cell lymphoma	NULL
9718/3	Primary cutaneous anaplastic large cell lymphoma	1
9718/3	Primary cutaneous CD30-positive large T-cell lymphoma	NULL
9718/3	Primary cutaneous CD30-positive T-cell lymphoproliferative disorder: Primary cutaneous anaplastic large cell lymphoma	NULL
9718/3	Primary mucosal CD30 positive large T-cell lymphoma	NULL
9719/3	Angiocentric T-cell lymphoma	NULL
9719/3	EBV-positive extranodal NK/T-cell lymphoma	NULL
9719/3	Extranasal lymphoma, arising from the skin, gastrointestinal tract, testis, or soft tissue	NULL
9719/3	Extranodal NK/T-cell lymphoma	NULL
9719/3	Extranodal NK/T-cell lymphoma, nasal type	NULL
9719/3	Extranodal NK/T-cell lymphoma, non-nasal (extranasal)	NULL
9719/3	Malignant midline reticulosis	NULL
9719/3	Malignant reticulosis, NOS	NULL
9719/3	Nasal ENKTL	NULL
9719/3	Nasal lymphoma, involving the nasal and/or paranasal region	NULL
9719/3	NK/T-cell lymphoma	NULL
9719/3	NK/T-cell lymphoma, nasal and nasal type	1
9719/3	Non-nasal (extranasal) lymphoma	NULL
9719/3	Polymorphic reticulosis	NULL
9719/3	T/NK-cell lymphoma	NULL
9724/3	Systemic EBV positive T-cell lymphoproliferative disease of childhood	1
9724/3	Systemic EBV-positive T-cell lymphoma of childhood	NULL
9725/1	Classic hydroa vacciniforme lymphoproliferative disorder	NULL
9725/1	Hydroa vacciniforme lymphoproliferative disorder	NULL
9725/1	Hydroa vacciniforme lymphoproliferative disorder, classic	NULL
9725/1	Hydroa vacciniforme lymphoproliferative disorder, systemic	NULL
9725/1	Hydroa vacciniforme-like lymphoma	NULL
9725/1	Hydroa vacciniforme-like lymphoproliferative disorder	1
9725/1	Systemic chronic active EBV disease	NULL
9725/1	Systemic chronic active EBV-positive disease	NULL
9725/1	Systemic hydroa vacciniforme lymphoproliferative disorder	NULL
9726/3	Primary cutaneous gamma-delta T-cell lymphoma	1
9727/1	Mature plasmacytoid dendritic cell proliferation	NULL
9727/1	Mature plasmacytoid dendritic cell proliferation associated with myeloid neoplasm	NULL
9727/3	Agranular CD4+ CD56+ hematodermic neoplasm/​tumor	NULL
9727/3	Agranular CD4+ NK leukemia	NULL
9727/3	Blastic NK leukemia/​lymphoma	NULL
9727/3	Blastic NK-cell lymphoma	NULL
9727/3	Blastic plasmacytoid dendritic cell neoplasm	NULL
9727/3	Lymphoblastoma	NULL
9727/3	Malignant lymphoma, convoluted cell	NULL
9727/3	Malignant lymphoma, lymphoblastic, NOS	NULL
9727/3	Precursor cell lymphoblastic lymphoma, NOS	1
9731/3	Plasma cell tumor	NULL
9731/3	Plasmacytoma of bone	NULL
9731/3	Plasmacytoma, NOS	1
9731/3	Solitary myeloma	NULL
9731/3	Solitary plasmacytoma	NULL
9731/3	Solitary plasmacytoma of bone	NULL
9732/3	Multiple myeloma	NULL
9732/3	Myeloma, NOS	NULL
9732/3	Myelomatosis	NULL
9732/3	Non-secretory myeloma	NULL
9732/3	Plasma cell myeloma	1
9732/3	Smoldering (asymptomatic) myeloma	NULL
9734/3	Extraosseous plasmacytoma	NULL
9734/3	Plasmacytoma, extramedullary	1
9735/3	Plasmablastic lymphoma	1
9737/3	ALK positive large B-cell lymphoma	1
9738/1	KSHV/HHV8-positive germinotropic lymphoproliferative disorder (GLPD)	NULL
9738/3	HHV8 positive diffuse large B-cell lymphoma	1
9738/3	HHV8-positive germinotropic lymphoproliferative disorder	NULL
9738/3	KSHV/HHV8-positive diffuse large B-cell lymphoma	NULL
9738/3	Large B-cell lymphoma arising in HHV8-associated multicentric Castleman disease	NULL
9740/1	Cutaneous mastocytosis	NULL
9740/1	Cutaneous mastocytosis, maculopapular	NULL
9740/1	Diffuse cutaneous mastocytosis	NULL
9740/1	Extracutaneous mastocytoma	NULL
9740/1	Maculopapular cutaneous mastocytosis	NULL
9740/1	Mast cell tumor, NOS	NULL
9740/1	Mastocytoma, NOS	1
9740/1	Solitary mastocytoma of skin	NULL
9740/1	Urticaria pigmentosa	NULL
9740/3	Malignant mast cell tumor	NULL
9740/3	Malignant mastocytoma	NULL
9740/3	Mast cell sarcoma	1
9740/3	Systemic mastocytosis	NULL
9741/1	Bone marrow mastocytosis	NULL
9741/1	Indolent systemic mastocytosis	1
9741/1	Smoldering systemic mastocytosis	NULL
9741/1	Systemic mast cell disease	NULL
9741/1	Systemic mastocytosis, NOS	NULL
9741/1	Systemic mastocytosis, smoldering	NULL
9741/3	Aggressive systemic mastocytosis	NULL
9741/3	Malignant mastocytosis	1
9741/3	Systemic mastocytosis with AHNMD	NULL
9741/3	Systemic mastocytosis with an associated clonal hematological non-mast cell lineage disease	NULL
9741/3	Systemic mastocytosis with an associated hematological neoplasm	NULL
9741/3	Systemic mastocytosis with associated hematological clonal non-mast cell disorder	NULL
9741/3	Systemic tissue mast cell disease	NULL
9742/3	Mast cell leukemia	1
9749/1	Disseminated juvenile xanthogranuloma	NULL
9749/1	Juvenile xanthogranuloma	NULL
9749/3	Erdheim-Chester disease	1
9749/3	Rosai-Dorfman disease	NULL
9749/3	Rosai-Dorfman-Destombes disease	NULL
9749/3	Sinus histiocytosis with massive lymphadenopathy	NULL
9750/3	ALK-positive histiocytosis	NULL
9750/3	ALK-rearranged histiocytosis	NULL
9750/3	ALK-related histiocytosis	NULL
9751/1	Eosinophilic granuloma	NULL
9751/1	Hand-Schuller-Christian disease	NULL
9751/1	Histiocytosis X, NOS	NULL
9751/1	Langerhans cell granulomatosis	NULL
9751/1	Langerhans cell histiocytosis, mono-ostotic	NULL
9751/1	Langerhans cell histiocytosis, monostotic	NULL
9751/1	Langerhans cell histiocytosis, multifocal	NULL
9751/1	Langerhans cell histiocytosis, NOS	1
9751/1	Langerhans cell histiocytosis, poly-ostotic	NULL
9751/1	Langerhans cell histiocytosis, polystotic	NULL
9751/1	Langerhans cell histiocytosis, unifocal	NULL
9751/1	Multisystem Langerhans cell histiocytosis, with two or more organs/systems involved	NULL
9751/1	Single-system Langerhans cell histiocytosis, with one organ/system involved (unifocal or multifocal)	NULL
9751/3	Acute progressive histiocytosis X	NULL
9751/3	Histiocytosis X, NOS	NULL
9751/3	Langerhans cell granulomatosis	NULL
9751/3	Langerhans cell histiocytosis, disseminated	1
9751/3	Letterer-Siwe disease	NULL
9751/3	Nonlipid reticuloendotheliosis	NULL
9755/3	Histiocytic sarcoma	1
9755/3	True histiocytic lymphoma	NULL
9756/3	Langerhans cell sarcoma	1
9756/3	Langerhans cell sarcoma, Primary	NULL
9756/3	Langerhans cell sarcoma, Secondary	NULL
9756/3	Malignant histiocytosis of Langerhans phenotype	NULL
9757/3	Dendritic cell sarcoma, NOS	NULL
9757/3	Indeterminate cell histiocytosis	NULL
9757/3	Indeterminate dendritic cell histiocytosis	NULL
9757/3	Indeterminate dendritic cell tumor	NULL
9757/3	Interdigitating cell sarcoma	NULL
9757/3	Interdigitating dendritic cell sarcoma	1
9757/3	Interdigitating dendritic cell tumor	NULL
9758/3	EBV-positive inflammatory follicular dendritic cell sarcoma	NULL
9758/3	Follicular dendritic cell sarcoma	1
9758/3	Follicular dendritic cell tumor	NULL
9759/3	Fibroblastic dendritic cell tumor	NULL
9759/3	Fibroblastic reticular cell sarcoma	NULL
9759/3	Fibroblastic reticular cell tumor	1
9760/1	Cold agglutinin disease	NULL
9760/1	IgG4-related disease	NULL
9760/1	Primary cold agglutinin disease	NULL
9760/1	Primary cold agglutinin-associated lymphoproliferative disease	NULL
9761/1	IgM monoclonal gammopathy of undetermined significance	1
9761/3	IgM LPL/Waldenstrom Macroglobulinemia type	NULL
9761/3	IgM LPL/Waldenström Macroglobulinemia type	NULL
9761/3	IgM-type lymphoplasmacytic lymphoma/Waldenstrom macroglobulinemia	NULL
9761/3	IgM-type lymphoplasmacytic lymphoma/Waldenström macroglobulinemia	NULL
9761/3	Non-IgM LPL/Waldenstrom Macroglobulinemia type	NULL
9761/3	Non-IgM LPL/Waldenström macroglobulinemia type	NULL
9761/3	Non-IgM-type lymphoplasmacytic lymphoma/Waldenstrom macroglobulinemia	NULL
9761/3	Non-IgM-type lymphoplasmacytic lymphoma/Waldenström macroglobulinemia	NULL
9761/3	Waldenstrom macroglobulinemia	1
9761/3	Waldenström macroglobulinemia	NULL
9762/3	Alpha heavy chain disease	NULL
9762/3	Franklin disease	NULL
9762/3	Gamma heavy chain disease	NULL
9762/3	Heavy chain deposition disease, NOS	NULL
9762/3	Heavy chain disease, NOS	1
9762/3	Immunoproliferative small intestinal disease	NULL
9762/3	Mediterranean lymphoma	NULL
9762/3	Mu heavy chain disease	NULL
9765/1	IgA MGUS	NULL
9765/1	IgA monoclonal gammopathy of undetermined significance	NULL
9765/1	IgD MGUS	NULL
9765/1	IgD monoclonal gammopathy of undetermined significance	NULL
9765/1	IgE MGUS	NULL
9765/1	IgE monoclonal gammopathy of undetermined significance	NULL
9765/1	IgG MGUS	NULL
9765/1	IgG monoclonal gammopathy of undetermined significance	NULL
9765/1	Light chain MGUS	NULL
9765/1	Light chain monoclonal gammopathy of undetermined significance	NULL
9765/1	MGUS	NULL
9765/1	Monoclonal gammopathy of renal significance	NULL
9765/1	Monoclonal gammopathy of undetermined significance, NOS	1
9765/1	Monoclonal gammopathy, NOS	NULL
9765/1	Non-IgM MGUS	NULL
9765/1	Non-IgM monoclonal gammopathy of undetermined significance	NULL
9766/1	Angiocentric immunoproliferative lesion	1
9766/1	Lymphomatoid granulomatosis, grade 1	NULL
9766/1	Lymphomatoid granulomatosis, grade 1 and 2	NULL
9766/1	Lymphomatoid granulomatosis, grade 2	NULL
9766/1	Lymphomatoid granulomatosis, NOS	NULL
9766/3	Lymphomatoid granulomatosis, grade 3	1
9767/1	Angioimmunoblastic lymphadenopathy (AIL)	1
9767/1	Immunoblastic lymphadenopathy (IBL)	NULL
9768/1	T-gamma lymphoproliferative disease	1
9769/1	AL amyloidoma	NULL
9769/1	AL amyloidosis, NOS	NULL
9769/1	Heavy chain AL amyloidosis	NULL
9769/1	Immunoglobulin deposition disease	1
9769/1	Immunoglobulin light chain amyloidoma	NULL
9769/1	Immunoglobulin light chain amyloidoma (AL amyloidoma)	NULL
9769/1	Immunoglobulin-related amyloidosis (AL amyloidosis), NOS	NULL
9769/1	Light and heavy chain deposition disease	NULL
9769/1	Light chain amyloidosis	NULL
9769/1	Light chain deposition disease	NULL
9769/1	Localized AL amyloidosis	NULL
9769/1	Monoclonal immunoglobulin deposition disease	NULL
9769/1	Primary amyloidosis	NULL
9769/1	Randall-type monoclonal immunoglobulin deposition disease	NULL
9769/1	Systemic AL amyloidosis	NULL
9769/1	Systemic light chain disease	NULL
9800/3	Aleukemic leukemia, NOS	NULL
9800/3	Chronic leukemia, NOS	NULL
9800/3	Leukemia, NOS	1
9800/3	Subacute leukemia, NOS	NULL
9801/3	Acute leukemia, NOS	1
9801/3	Acute undifferentiated leukemia	NULL
9801/3	Blast cell leukemia	NULL
9801/3	Stem cell leukemia	NULL
9801/3	Undifferentiated leukemia	NULL
9805/3	Acute leukemia of ambiguous lineage with BCL11B rearrangement	NULL
9805/3	Acute leukemia of ambiguous lineage with other defined genetic abnormalities	NULL
9805/3	Acute leukemia of ambiguous lineage with other defined genetic alterations	NULL
9805/3	Acute leukemia of ambiguous lineage, NOS	NULL
9805/3	Mixed-phenotype acute leukemia (MPAL) with ZNF384 rearrangement	NULL
9805/3	Mixed-phenotype acute leukemia B/T	NULL
9805/3	Mixed-phenotype acute leukemia B/T/Myeloid	NULL
9805/3	Mixed-phenotype acute leukemia with ZNF384 rearrangement	NULL
9805/3	Mixed-phenotype acute leukemia, B/T (MPAL-B/T)	NULL
9805/3	Mixed-phenotype acute leukemia, B/T/Myeloid (MPAL-B/T/M)	NULL
9805/3	Mixed-phenotype acute leukemia, T/megakaryocytic	NULL
9805/3	Mixed-phenotype acute leukemia, T/Megakaryocytic (MPAL-T/Mk)	NULL
9806/3	Mixed phenotype acute leukemia with t(9;22)(q34;q11.2); BCR-ABL1	1
9806/3	Mixed-phenotype acute leukemia  with BCR::ABL1	NULL
9806/3	Mixed-phenotype acute leukemia with BCR::ABL1 fusion	NULL
9806/3	Mixed-phenotype acute leukemia with t(9;22)(q34;q11.2)	NULL
9807/3	Mixed phenotype acute leukemia with t(v;11q23); MLL rearranged	1
9807/3	Mixed-phenotype acute leukemia with KMT2A rearrangement	NULL
9808/3	Mixed phenotype acute leukemia, B/myeloid, NOS	1
9809/3	Mixed phenotype acute leukemia, T/myeloid, NOS	1
9811/3	B lymphoblastic leukemia/lymphoma, NOS	1
9811/3	B-ALL with DUX4 rearrangement	NULL
9811/3	B-ALL with iAMP21	NULL
9811/3	B-ALL with MEF2D rearrangement	NULL
9811/3	B-ALL with NUTM1 rearrangement	NULL
9811/3	B-ALL with PAX5 alteration	NULL
9811/3	B-ALL with PAX5 p.P80R variant	NULL
9811/3	B-ALL with ZNF384 rearrangement	NULL
9811/3	B-cell acute lymphoblastic leukemia (B-ALL)	NULL
9811/3	B-cell lymphoblastic leukemia/lymphoma	NULL
9811/3	B-cell lymphoblastic lymphoma	NULL
9811/3	B-lymphoblastic leukemia (B-ALL) with recurrent genetic alterations	NULL
9811/3	B-lymphoblastic leukemia (B-ALL), NOS	NULL
9811/3	B-lymphoblastic leukemia with MYC rearrangement	NULL
9811/3	B-lymphoblastic leukemia/lymphoma NUTM1 rearrangement	NULL
9811/3	B-lymphoblastic leukemia/lymphoma with DUX4 rearrangement	NULL
9811/3	B-lymphoblastic leukemia/lymphoma with iAMP21	NULL
9811/3	B-lymphoblastic leukemia/lymphoma with MEF2D rearrangement	NULL
9811/3	B-lymphoblastic leukemia/lymphoma with MYC rearrangement	NULL
9811/3	B-lymphoblastic leukemia/lymphoma with NUTM1 rearrangement	NULL
9811/3	B-lymphoblastic leukemia/lymphoma with other defined genetic alterations	NULL
9811/3	B-lymphoblastic leukemia/lymphoma with PAX5 alt	NULL
9811/3	B-lymphoblastic leukemia/lymphoma with PAX5 alteration	NULL
9811/3	B-lymphoblastic leukemia/lymphoma with PAX5 p.P80R	NULL
9811/3	B-lymphoblastic leukemia/lymphoma with PAX5alt	NULL
9811/3	B-lymphoblastic leukemia/lymphoma with PAX5p.P80R	NULL
9811/3	B-lymphoblastic leukemia/lymphoma with ZNF384  rearrangement	NULL
9811/3	c-ALL	NULL
9811/3	Common ALL	NULL
9811/3	Common precursor B ALL	NULL
9811/3	Pre-B ALL	NULL
9811/3	Pre-B-lymphoblastic leukemia	NULL
9811/3	Precursor B-cell acute lymphoblastic leukemia	NULL
9811/3	Precursor B-cell lymphoblastic leukemia	NULL
9811/3	Precursor B-cell lymphoblastic lymphoma	NULL
9811/3	Pre-pre-B ALL	NULL
